"";"id";"inDate";"forDate";"forTime";"dlFullPath";"rawDirFullPath";"rawFileName";"headlineFileFullPath";"isBentoLink";"isSpiegelPlusLink";"intro";"title";"section";"link"
"28";28;"2017-06-30";2017-06-20;2017-06-20 15:07:00;"data/dl-date-2017-06-30";"data/dl-date-2017-06-30/rawHeadlineFiles";"2017-06-20.html";"data/dl-date-2017-06-30/rawHeadlineFiles/2017-06-20.html";FALSE;FALSE;"Nachwahl zum US-Kongress:";"Dämpfer für Trump?";"Politik";"http://spiegel.de/politik/ausland/kongress-nachwahl-in-georgia-erhaelt-donald-trump-einen-daempfer-a-1153163.html"
"29";29;"2017-06-30";2017-06-20;2017-06-20 14:54:00;"data/dl-date-2017-06-30";"data/dl-date-2017-06-30/rawHeadlineFiles";"2017-06-20.html";"data/dl-date-2017-06-30/rawHeadlineFiles/2017-06-20.html";FALSE;FALSE;"Schätzung der Kirche:";"3400 Menschen bei Unruhen im Kongo getötet";"Politik";"http://spiegel.de/politik/ausland/kongo-tausende-menschen-bei-unruhen-getoetet-a-1153153.html"
"30";30;"2017-06-30";2017-06-20;2017-06-20 14:53:00;"data/dl-date-2017-06-30";"data/dl-date-2017-06-30/rawHeadlineFiles";"2017-06-20.html";"data/dl-date-2017-06-30/rawHeadlineFiles/2017-06-20.html";FALSE;FALSE;"Erneuter Brief der Kardinäle an Franziskus:";"""Verwirrung und Orientierungslosigkeit""";"Panorama";"http://spiegel.de/panorama/gesellschaft/katholische-kirche-papst-franziskus-bekommt-erneut-brief-von-meisner-und-kardinaelen-a-1153167.html"
"31";31;"2017-06-30";2017-06-20;2017-06-20 14:49:00;"data/dl-date-2017-06-30";"data/dl-date-2017-06-30/rawHeadlineFiles";"2017-06-20.html";"data/dl-date-2017-06-30/rawHeadlineFiles/2017-06-20.html";FALSE;FALSE;"Abgehört - neue Musik:";"Kontrolle ist gut, Chaos trifft's besser";"Kultur";"http://spiegel.de/kultur/musik/sza-fleet-foxes-f-s-k-neue-alben-bei-abgehoert-a-1152948.html"
"32";32;"2017-06-30";2017-06-20;2017-06-20 14:42:00;"data/dl-date-2017-06-30";"data/dl-date-2017-06-30/rawHeadlineFiles";"2017-06-20.html";"data/dl-date-2017-06-30/rawHeadlineFiles/2017-06-20.html";FALSE;FALSE;"Erneuter Zwischenfall:";"USA schießen syrische Drohne ab";"Politik";"http://spiegel.de/politik/ausland/syrien-usa-schiessen-syrische-drohne-ab-a-1153162.html"
"33";33;"2017-06-30";2017-06-20;2017-06-20 14:37:00;"data/dl-date-2017-06-30";"data/dl-date-2017-06-30/rawHeadlineFiles";"2017-06-20.html";"data/dl-date-2017-06-30/rawHeadlineFiles/2017-06-20.html";FALSE;FALSE;"Italien:";"Venedigs erste Gondoliera ist jetzt ein Mann";"Panorama";"http://spiegel.de/panorama/leute/venedig-erste-gondoliera-alex-hai-ist-jetzt-ein-mann-a-1153081.html"
"34";34;"2017-06-30";2017-06-20;2017-06-20 14:34:00;"data/dl-date-2017-06-30";"data/dl-date-2017-06-30/rawHeadlineFiles";"2017-06-20.html";"data/dl-date-2017-06-30/rawHeadlineFiles/2017-06-20.html";FALSE;FALSE;"Londoner Terrorverdächtiger Darren Osborne:";"""Aggressiv"" und ""unberechenbar""";"Politik";"http://spiegel.de/politik/ausland/london-nach-anschlag-auf-muslime-details-zum-todesfahrer-veroeffentlicht-a-1153123.html"
"35";35;"2017-06-30";2017-06-20;2017-06-20 14:31:00;"data/dl-date-2017-06-30";"data/dl-date-2017-06-30/rawHeadlineFiles";"2017-06-20.html";"data/dl-date-2017-06-30/rawHeadlineFiles/2017-06-20.html";FALSE;FALSE;"Zuchtprogramm:";"Seltene Przewalski-Pferde in Mongolei geflogen";"Wissenschaft";"http://spiegel.de/wissenschaft/natur/seltene-przewalski-pferde-in-mongolei-geflogen-a-1153147.html"
"36";36;"2017-06-30";2017-06-20;2017-06-20 14:28:00;"data/dl-date-2017-06-30";"data/dl-date-2017-06-30/rawHeadlineFiles";"2017-06-20.html";"data/dl-date-2017-06-30/rawHeadlineFiles/2017-06-20.html";FALSE;FALSE;"Rückenschmerzen:";"Yoga wirkt so gut wie Physiotherapie";"Gesundheit";"http://spiegel.de/gesundheit/diagnose/rueckenschmerzen-yoga-wirkt-so-gut-wie-physiotherapie-a-1153077.html"
"37";37;"2017-06-30";2017-06-20;2017-06-20 14:26:00;"data/dl-date-2017-06-30";"data/dl-date-2017-06-30/rawHeadlineFiles";"2017-06-20.html";"data/dl-date-2017-06-30/rawHeadlineFiles/2017-06-20.html";FALSE;FALSE;"Otto Warmbier:";"Chronologie einer tödlichen Nordkorea-Reise";"Politik";"http://spiegel.de/politik/ausland/otto-warmbier-chronologie-einer-toedlichen-nordkorea-reise-a-1153083.html"
"38";38;"2017-06-30";2017-06-20;2017-06-20 14:04:00;"data/dl-date-2017-06-30";"data/dl-date-2017-06-30/rawHeadlineFiles";"2017-06-20.html";"data/dl-date-2017-06-30/rawHeadlineFiles/2017-06-20.html";FALSE;FALSE;"Sexismus in der Werbung:";"Horst besteht auf seinem Frischfleisch";"Kultur";"http://spiegel.de/kultur/gesellschaft/sexismus-in-der-werbung-kolumne-von-margarete-stokowski-a-1153057.html"
"39";39;"2017-06-30";2017-06-20;2017-06-20 13:52:00;"data/dl-date-2017-06-30";"data/dl-date-2017-06-30/rawHeadlineFiles";"2017-06-20.html";"data/dl-date-2017-06-30/rawHeadlineFiles/2017-06-20.html";FALSE;FALSE;"Gerüchte um Ronaldo-Abschied aus Madrid:";"Weltfußballer, 32, sucht neuen Klub";"Sport";"http://spiegel.de/sport/fussball/cristiano-ronaldo-weltfussballer-32-sucht-neuen-klub-a-1153087.html"
"40";40;"2017-06-30";2017-06-20;2017-06-20 13:46:00;"data/dl-date-2017-06-30";"data/dl-date-2017-06-30/rawHeadlineFiles";"2017-06-20.html";"data/dl-date-2017-06-30/rawHeadlineFiles/2017-06-20.html";FALSE;FALSE;"Lieferando-Gründer Christoph Gerber:";"Jung und Millionär: Was nun?";"Wirtschaft";"http://spiegel.de/wirtschaft/unternehmen/lieferando-gruender-christoph-gerber-was-der-jung-millionaer-heute-macht-a-1153149.html"
"41";41;"2017-06-30";2017-06-20;2017-06-20 13:39:00;"data/dl-date-2017-06-30";"data/dl-date-2017-06-30/rawHeadlineFiles";"2017-06-20.html";"data/dl-date-2017-06-30/rawHeadlineFiles/2017-06-20.html";FALSE;FALSE;"Schulz zum G20-Gipfel:";"Merkel soll Kritik an US-Sanktionen gegen Russland wiederholen";"Politik";"http://spiegel.de/politik/deutschland/g20-gipfel-angela-merkel-soll-kritik-an-us-sanktionen-gegen-russland-wiederholen-a-1153134.html"
"42";42;"2017-06-30";2017-06-20;2017-06-20 13:27:00;"data/dl-date-2017-06-30";"data/dl-date-2017-06-30/rawHeadlineFiles";"2017-06-20.html";"data/dl-date-2017-06-30/rawHeadlineFiles/2017-06-20.html";FALSE;FALSE;"Leichtathletik:";"Spitzensport-Reform droht Verzögerung";"Sport";"http://spiegel.de/sport/sonst/leichtathletik-alfons-hoermann-warnt-vor-spaeterer-spitzensportreform-a-1153137.html"
"43";43;"2017-06-30";2017-06-20;2017-06-20 13:16:00;"data/dl-date-2017-06-30";"data/dl-date-2017-06-30/rawHeadlineFiles";"2017-06-20.html";"data/dl-date-2017-06-30/rawHeadlineFiles/2017-06-20.html";FALSE;FALSE;"Weltflüchtlingstag:";"Geschichten vom Grenzweg";"Panorama";"http://spiegel.de/panorama/gesellschaft/weltfluechtlingstag-geschichten-ueber-fluechtlinge-in-hamburg-a-1153140.html"
"44";44;"2017-06-30";2017-06-20;2017-06-20 12:48:00;"data/dl-date-2017-06-30";"data/dl-date-2017-06-30/rawHeadlineFiles";"2017-06-20.html";"data/dl-date-2017-06-30/rawHeadlineFiles/2017-06-20.html";FALSE;FALSE;"Chinesen verurteilen Tod von Warmbier:";"""Was Nordkorea getan hat, ist unmenschlich""";"Politik";"http://spiegel.de/politik/ausland/tod-von-otto-warmbier-china-kritisiert-nordkorea-sanktionen-sind-wahrscheinlich-a-1153045.html"
"45";45;"2017-06-30";2017-06-20;2017-06-20 12:46:00;"data/dl-date-2017-06-30";"data/dl-date-2017-06-30/rawHeadlineFiles";"2017-06-20.html";"data/dl-date-2017-06-30/rawHeadlineFiles/2017-06-20.html";FALSE;FALSE;"Seltene Ehre:";"Jetzt gibt's eine Udo-Lindenberg-Schule";"Leben und Lernen";"http://spiegel.de/lebenundlernen/schule/mellrichstadt-bekommt-udo-lindenberg-schule-a-1153112.html"
"46";46;"2017-06-30";2017-06-20;2017-06-20 12:39:00;"data/dl-date-2017-06-30";"data/dl-date-2017-06-30/rawHeadlineFiles";"2017-06-20.html";"data/dl-date-2017-06-30/rawHeadlineFiles/2017-06-20.html";FALSE;FALSE;"Umstrittene Doku:";"Arte zeigt nun doch Antisemitismus-Film";"Kultur";"http://spiegel.de/kultur/tv/umstrittener-beitrag-arte-zeigt-antisemitismus-doku-a-1153131.html"
"47";47;"2017-06-30";2017-06-20;2017-06-20 12:33:00;"data/dl-date-2017-06-30";"data/dl-date-2017-06-30/rawHeadlineFiles";"2017-06-20.html";"data/dl-date-2017-06-30/rawHeadlineFiles/2017-06-20.html";FALSE;FALSE;"Cum-Ex-Steuertricks:";"Koalition schützt Schäuble - Opposition empört";"Wirtschaft";"http://spiegel.de/wirtschaft/soziales/cum-ex-opposition-wirft-schwarz-rot-mangelnde-aufklaerung-vor-a-1153119.html"
"48";48;"2017-06-30";2017-06-20;2017-06-20 12:30:00;"data/dl-date-2017-06-30";"data/dl-date-2017-06-30/rawHeadlineFiles";"2017-06-20.html";"data/dl-date-2017-06-30/rawHeadlineFiles/2017-06-20.html";FALSE;FALSE;"Prozess gegen Rapperin:";"Schwesta Ewa zu zweieinhalb Jahren Haft verurteilt";"Panorama";"http://spiegel.de/panorama/justiz/schwesta-ewa-zu-zweieinhalb-jahren-haft-verurteilt-a-1153124.html"
"49";49;"2017-06-30";2017-06-20;2017-06-20 12:27:00;"data/dl-date-2017-06-30";"data/dl-date-2017-06-30/rawHeadlineFiles";"2017-06-20.html";"data/dl-date-2017-06-30/rawHeadlineFiles/2017-06-20.html";FALSE;FALSE;"Bundesverfassungsgericht:";"Grüne können Bundestag nicht zu Abstimmung über Ehe für alle zwingen";"Politik";"http://spiegel.de/politik/deutschland/gruene-koennen-bundestag-nicht-zu-abstimmung-ueber-ehe-fuer-alle-zwingen-a-1153120.html"
"50";50;"2017-06-30";2017-06-20;2017-06-20 12:20:00;"data/dl-date-2017-06-30";"data/dl-date-2017-06-30/rawHeadlineFiles";"2017-06-20.html";"data/dl-date-2017-06-30/rawHeadlineFiles/2017-06-20.html";FALSE;FALSE;"Dreiste Job-Absagen:";"""Ihre Mimik und Gestik sind einfach furchtbar""";"KarriereSPIEGEL";"http://spiegel.de/karriere/dreiste-job-absagen-spiegel-online-leser-erzaehlen-a-1152905.html"
"51";51;"2017-06-30";2017-06-20;2017-06-20 12:00:00;"data/dl-date-2017-06-30";"data/dl-date-2017-06-30/rawHeadlineFiles";"2017-06-20.html";"data/dl-date-2017-06-30/rawHeadlineFiles/2017-06-20.html";FALSE;FALSE;"Appell an G20-Staatschefs:";"Macht euren Job - bekämpft die Ungleichheit";"Wirtschaft";"http://spiegel.de/wirtschaft/g20-hamburg-oxfam-will-weniger-ungleichheit-mehr-demokratie-a-1152411.html"
"52";52;"2017-06-30";2017-06-20;2017-06-20 11:57:00;"data/dl-date-2017-06-30";"data/dl-date-2017-06-30/rawHeadlineFiles";"2017-06-20.html";"data/dl-date-2017-06-30/rawHeadlineFiles/2017-06-20.html";FALSE;FALSE;"SPON-Wahltrend:";"SPD fällt auf schlechtesten Wert seit Ende Januar";"Politik";"http://spiegel.de/politik/deutschland/spd-und-afd-fallen-auf-miserable-werte-spon-wahltrend-a-1153056.html"
"53";53;"2017-06-30";2017-06-20;2017-06-20 11:51:00;"data/dl-date-2017-06-30";"data/dl-date-2017-06-30/rawHeadlineFiles";"2017-06-20.html";"data/dl-date-2017-06-30/rawHeadlineFiles/2017-06-20.html";FALSE;FALSE;"Mari Malek:";"Vom Flüchtling zum Supermodel";"Panorama";"http://spiegel.de/panorama/leute/mari-malek-aus-dem-suedsudan-vom-fluechtling-zum-supermodel-a-1153067.html"
"54";54;"2017-06-30";2017-06-20;2017-06-20 11:42:00;"data/dl-date-2017-06-30";"data/dl-date-2017-06-30/rawHeadlineFiles";"2017-06-20.html";"data/dl-date-2017-06-30/rawHeadlineFiles/2017-06-20.html";FALSE;FALSE;"Argentinien:";"Dutzende NS-Relikte in Geheimzimmer gefunden";"Panorama";"http://spiegel.de/panorama/gesellschaft/nazi-fund-in-argentinien-hitler-bueste-und-hakenkreuz-sanduhr-a-1153091.html"
"55";55;"2017-06-30";2017-06-20;2017-06-20 11:31:00;"data/dl-date-2017-06-30";"data/dl-date-2017-06-30/rawHeadlineFiles";"2017-06-20.html";"data/dl-date-2017-06-30/rawHeadlineFiles/2017-06-20.html";FALSE;FALSE;"Russlanddeutsches Mädchen Lisa:";"24-Jähriger wegen Missbrauchs verurteilt";"Panorama";"http://spiegel.de/panorama/justiz/berlin-fall-lisa-bewaehrungsstrafe-wegen-missbrauch-der-russlanddeutschen-a-1153111.html"
"56";56;"2017-06-30";2017-06-20;2017-06-20 11:13:00;"data/dl-date-2017-06-30";"data/dl-date-2017-06-30/rawHeadlineFiles";"2017-06-20.html";"data/dl-date-2017-06-30/rawHeadlineFiles/2017-06-20.html";FALSE;FALSE;"Verdacht auf Steuerhinterziehung:";"Staatsanwaltschaft erhebt Anklage gegen Mourinho";"Sport";"http://spiegel.de/sport/fussball/jose-mourinho-wird-wegen-steuerhinterziehung-in-spanien-angeklagt-a-1153113.html"
"57";57;"2017-06-30";2017-06-20;2017-06-20 11:06:00;"data/dl-date-2017-06-30";"data/dl-date-2017-06-30/rawHeadlineFiles";"2017-06-20.html";"data/dl-date-2017-06-30/rawHeadlineFiles/2017-06-20.html";FALSE;FALSE;"Erstmals seit 1992:";"Israel baut neue Siedlung im Westjordanland";"Politik";"http://spiegel.de/politik/ausland/westjordanland-israel-baut-erstmals-seit-1992-eine-neue-siedlung-a-1153090.html"
"58";58;"2017-06-30";2017-06-20;2017-06-20 10:52:00;"data/dl-date-2017-06-30";"data/dl-date-2017-06-30/rawHeadlineFiles";"2017-06-20.html";"data/dl-date-2017-06-30/rawHeadlineFiles/2017-06-20.html";FALSE;FALSE;"Wetter:";"Deutschland heiß, Spanien heißer, Pakistan 54 Grad";"Wissenschaft";"http://spiegel.de/wissenschaft/natur/wetter-deutschland-heiss-spanien-heisser-pakistan-54-grad-a-1153103.html"
"59";59;"2017-06-30";2017-06-20;2017-06-20 10:41:00;"data/dl-date-2017-06-30";"data/dl-date-2017-06-30/rawHeadlineFiles";"2017-06-20.html";"data/dl-date-2017-06-30/rawHeadlineFiles/2017-06-20.html";FALSE;FALSE;"Europäischer Gerichtshof für Menschenrechte:";"Russland wegen schwulenfeindlichen Gesetzes verurteilt";"Panorama";"http://spiegel.de/panorama/gesellschaft/europaeischer-gerichtshof-fuer-menschenrechte-russland-wegen-schwulenfeindlichen-gesetzes-verurteilt-a-1153098.html"
"60";60;"2017-06-30";2017-06-20;2017-06-20 10:18:00;"data/dl-date-2017-06-30";"data/dl-date-2017-06-30/rawHeadlineFiles";"2017-06-20.html";"data/dl-date-2017-06-30/rawHeadlineFiles/2017-06-20.html";FALSE;FALSE;"Zustimmung zur EU wächst:";"Danke Frau May, danke Herr Trump";"Politik";"http://spiegel.de/politik/ausland/europaeische-union-zustimmung-steigt-dank-brexit-studie-a-1152927.html"
"61";61;"2017-06-30";2017-06-20;2017-06-20 09:58:00;"data/dl-date-2017-06-30";"data/dl-date-2017-06-30/rawHeadlineFiles";"2017-06-20.html";"data/dl-date-2017-06-30/rawHeadlineFiles/2017-06-20.html";FALSE;FALSE;"Affen auf Patrouille:";"Warum Schimpansen für andere ihr Leben riskieren";"Wissenschaft";"http://spiegel.de/wissenschaft/natur/warum-schimpansen-fuer-andere-ihr-leben-riskieren-a-1153076.html"
"62";62;"2017-06-30";2017-06-20;2017-06-20 09:53:00;"data/dl-date-2017-06-30";"data/dl-date-2017-06-30/rawHeadlineFiles";"2017-06-20.html";"data/dl-date-2017-06-30/rawHeadlineFiles/2017-06-20.html";FALSE;FALSE;"Posse um Motorradausflug:";"""Sie muss heruntergefallen sein""";"Panorama";"http://spiegel.de/panorama/gesellschaft/italien-mann-verliert-frau-bei-motorrad-ausflug-und-ruft-die-polizei-a-1153072.html"
"63";63;"2017-06-30";2017-06-20;2017-06-20 09:50:00;"data/dl-date-2017-06-30";"data/dl-date-2017-06-30/rawHeadlineFiles";"2017-06-20.html";"data/dl-date-2017-06-30/rawHeadlineFiles/2017-06-20.html";FALSE;FALSE;"Bolivien:";"Der Fluch des Quinoa-Booms";"Wirtschaft";"http://spiegel.de/wirtschaft/service/bolivien-der-fluch-des-quinoa-booms-a-1153033.html"
"64";64;"2017-06-30";2017-06-20;2017-06-20 09:23:00;"data/dl-date-2017-06-30";"data/dl-date-2017-06-30/rawHeadlineFiles";"2017-06-20.html";"data/dl-date-2017-06-30/rawHeadlineFiles/2017-06-20.html";FALSE;FALSE;"Literaturpreis:";"""Tram 83"" ausgezeichnet";"Kultur";"http://spiegel.de/kultur/literatur/roman-tram-83-von-fiston-mwanza-mujila-ausgezeichnet-a-1153075.html"
"65";65;"2017-06-30";2017-06-20;2017-06-20 09:17:00;"data/dl-date-2017-06-30";"data/dl-date-2017-06-30/rawHeadlineFiles";"2017-06-20.html";"data/dl-date-2017-06-30/rawHeadlineFiles/2017-06-20.html";FALSE;FALSE;"Massive Datenpanne:";"Informationen zu 198 Millionen Amerikanern standen ungesichert im Netz";"Netzwelt";"http://spiegel.de/netzwelt/netzpolitik/us-wahl-informationen-zu-198-millionen-amerikanern-standen-ungesichert-im-netz-a-1153030.html"
"66";66;"2017-06-30";2017-06-20;2017-06-20 09:11:00;"data/dl-date-2017-06-30";"data/dl-date-2017-06-30/rawHeadlineFiles";"2017-06-20.html";"data/dl-date-2017-06-30/rawHeadlineFiles/2017-06-20.html";FALSE;FALSE;"Ifo-Prognose:";"Deutschlands Wirtschaft bekommt neuen Schub";"Wirtschaft";"http://spiegel.de/wirtschaft/soziales/deutsche-wirtschaft-ifo-institut-erwartet-konjunkturschub-a-1153068.html"
"67";67;"2017-06-30";2017-06-20;2017-06-20 08:50:00;"data/dl-date-2017-06-30";"data/dl-date-2017-06-30/rawHeadlineFiles";"2017-06-20.html";"data/dl-date-2017-06-30/rawHeadlineFiles/2017-06-20.html";TRUE;FALSE;"Fans zum Ende von ""Circus HalliGalli"":";"""Bitte, verliert nie das Kind in euch""";"Panorama";"http://www.bento.de/tv/circushalligalli-so-nehmen-fans-abschied-von-der-prosieben-sendung-mit-joko-und-klaas-1438025/#refsponi"
"68";68;"2017-06-30";2017-06-20;2017-06-20 08:45:00;"data/dl-date-2017-06-30";"data/dl-date-2017-06-30/rawHeadlineFiles";"2017-06-20.html";"data/dl-date-2017-06-30/rawHeadlineFiles/2017-06-20.html";FALSE;FALSE;"Achilles' Classics:";"Dieses verdarmte Unbehagen";"Gesundheit";"http://spiegel.de/gesundheit/ernaehrung/wenn-sich-beim-joggen-der-darm-meldet-achilles-verse-a-1151970.html"
"69";69;"2017-06-30";2017-06-20;2017-06-20 08:42:00;"data/dl-date-2017-06-30";"data/dl-date-2017-06-30/rawHeadlineFiles";"2017-06-20.html";"data/dl-date-2017-06-30/rawHeadlineFiles/2017-06-20.html";FALSE;FALSE;"Frankreich:";"Verteidigungsministerin Goulard tritt zurück";"Politik";"http://spiegel.de/politik/ausland/frankreich-sylvie-goulard-tritt-als-verteidigungsministerin-zurueck-a-1153062.html"
